2	0.082154	0.000000	0.502664
25	0.082154	0.000000	0.502664
11525	0.001076	0.196864	0.124765
23025	0.000906	0.197696	0.116566
2	0.045790	0.000000	0.437819
25	0.045790	0.000000	0.437819
11525	0.001151	0.217086	0.117919
23025	0.000692	0.228360	0.092045
2	0.067731	0.000000	0.625659
25	0.067731	0.431300	0.625659
11525	0.007544	0.005108	0.191274
23025	0.005575	0.016165	0.141205
